Season,Date,Time,Visitor,Home,Division,Location,Court
Fall 2016,10/29/2016,5:00pm,5B Bennington Badgers McIlnay 5th,5B Blair White 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,10/29/2016,5:00pm,5B Elkhorn Elite Black 5th,5B Marian Jr Crusaders Helton 5th,5th Grade Bronze,JCC,Court 2
Fall 2016,10/29/2016,6:00pm,5B Elkhorn Elite Blue 5th,5B Millard West Green 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,10/29/2016,7:00pm,5B CB Extreme 5th,5B Al Jr Lynx 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,10/29/2016,7:00pm,5B PLV South Titans Blue 5th,5B Millard West White 5th,5th Grade Bronze,ERMS,Court 2
Fall 2016,10/29/2016,8:00pm,5B Millard Dribbling Divas 5th,5B Bennington Badgers Urbanec 5th,5th Grade Bronze,NE Elite,Court 1
Fall 2016,10/29/2016,8:00pm,5B Westside Red 5th,5B CB Extreme 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/5/2016,1:00pm,5B CB Pink Panthers B 5th,5B Westside Red 5th,5th Grade Bronze,JCC,Court 1
Fall 2016,11/5/2016,4:00pm,5B Elkhorn Elite White 5th,5B Millard West Green 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/5/2016,5:00pm,5B Millard West White 5th,5B Bennington Badgers McIlnay 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/5/2016,5:00pm,5B Millard Dribbling Divas 5th,5B Westside White 5th,5th Grade Bronze,JCC,Court 2
Fall 2016,11/5/2016,6:00pm,5B Bennington Badgers Urbanec 5th,5B Elkhorn Elite Black 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/5/2016,7:00pm,5B Millard West White 5th,5B Gretna Whyte 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/5/2016,7:00pm,5B Al Jr Lynx 5th,5B Skutt Skyhawks 5th,5th Grade Bronze,ERMS,Court 2
Fall 2016,11/5/2016,8:00pm,5B Blair White 5th,5B CB Extreme 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/5/2016,8:00pm,5B Marian Jr Crusaders Helton 5th,5B Elkhorn Elite Blue 5th,5th Grade Bronze,NE Elite,Court 1
Fall 2016,11/12/2016,1:00pm,5B Elkhorn Elite Black 5th,5B CB Pink Panthers B 5th,5th Grade Bronze,JCC,Court 1
Fall 2016,11/12/2016,4:00pm,5B Bennington Badgers McIlnay 5th,5B Gretna Whyte 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/12/2016,5:00pm,5B Millard Dribbling Divas 5th,5B Elkhorn Elite White 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/12/2016,5:00pm,5B Millard West Green 5th,5B PLV South Titans Blue 5th,5th Grade Bronze,JCC,Court 2
Fall 2016,11/12/2016,6:00pm,5B Elkhorn Elite Blue 5th,5B Bennington Badgers Urbanec 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/12/2016,7:00pm,5B Westside White 5th,5B Al Jr Lynx 5th,5th Grade Bronze,ERMS,Court 2
Fall 2016,11/12/2016,7:00pm,5B Millard Dribbling Divas 5th,5B Westside Red 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/12/2016,8:00pm,5B Skutt Skyhawks 5th,5B Blair White 5th,5th Grade Bronze,NE Elite,Court 1
Fall 2016,11/12/2016,8:00pm,5B CB Extreme 5th,5B Millard West White 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/19/2016,1:00pm,5B CB Pink Panthers B 5th,5B Elkhorn Elite Blue 5th,5th Grade Bronze,JCC,Court 1
Fall 2016,11/19/2016,4:00pm,5B Millard West White 5th,5B Skutt Skyhawks 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/19/2016,5:00pm,5B Marian Jr Crusaders Helton 5th,5B Millard West Green 5th,5th Grade Bronze,JCC,Court 2
Fall 2016,11/19/2016,5:00pm,5B Blair White 5th,5B Westside White 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/19/2016,6:00pm,5B Westside Red 5th,5B Elkhorn Elite Black 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/19/2016,7:00pm,5B Millard Dribbling Divas 5th,5B Blair White 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,11/19/2016,7:00pm,5B Bennington Badgers Urbanec 5th,5B Elkhorn Elite White 5th,5th Grade Bronze,ERMS,Court 2
Fall 2016,11/19/2016,8:00pm,5B PLV South Titans Blue 5th,5B Bennington Badgers McIlnay 5th,5th Grade Bronze,NE Elite,Court 1
Fall 2016,11/19/2016,8:00pm,5B Gretna Whyte 5th,5B CB Extreme 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,12/3/2016,1:00pm,5B Millard West Green 5th,5B Bennington Badgers McIlnay 5th,5th Grade Bronze,JCC,Court 1
Fall 2016,12/3/2016,4:00pm,5B Marian Jr Crusaders Helton 5th,5B Bennington Badgers Urbanec 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,12/3/2016,5:00pm,5B Elkhorn Elite White 5th,5B CB Pink Panthers B 5th,5th Grade Bronze,JCC,Court 2
Fall 2016,12/3/2016,5:00pm,5B Elkhorn Elite Black 5th,5B Elkhorn Elite Blue 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,12/3/2016,6:00pm,5B Skutt Skyhawks 5th,5B Gretna Whyte 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,12/3/2016,7:00pm,5B Westside White 5th,5B Millard West White 5th,5th Grade Bronze,ERMS,Court 2
Fall 2016,12/3/2016,7:00pm,5B Elkhorn Elite Blue 5th,5B Westside Red 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,12/3/2016,8:00pm,5B Al Jr Lynx 5th,5B Millard Dribbling Divas 5th,5th Grade Bronze,NE Elite,Court 2
Fall 2016,12/3/2016,8:00pm,5B CB Extreme 5th,5B PLV South Titans Blue 5th,5th Grade Bronze,NE Elite,Court 1
Fall 2016,10/15/2016,10:00am,5G Millard South Red 5th,5G Elkhorn Elite Gold 5th,5th Grade Gold,JCC,Court 1
Fall 2016,10/15/2016,11:00am,5G Blair Purple 5th,5G Millard West Black 5th,5th Grade Gold,JCC,Court 1
Fall 2016,10/15/2016,12:00pm,5G Marian Jr Cursaders Bench 5th,5G Millard South Red 5th,5th Grade Gold,JCC,Court 1
Fall 2016,10/15/2016,9:00am,5G Gretna Rose 5th,5G PLV South Titans Black 5th,5th Grade Gold,JCC,Court 1
Fall 2016,10/22/2016,10:00am,5G Marian Jr Cursaders Bench 5th,5G Elkhorn Elite Gold 5th,5th Grade Gold,JCC,Court 1
Fall 2016,10/22/2016,11:00am,5G Millard West Black 5th,5G Elkhorn Elite Gold 5th,5th Grade Gold,JCC,Court 1
Fall 2016,10/22/2016,12:00pm,5G PLV South Titans Black 5th,5G Blair Purple 5th,5th Grade Gold,JCC,Court 1
Fall 2016,10/22/2016,9:00am,5G Millard West Black 5th,5G Gretna Rose 5th,5th Grade Gold,JCC,Court 1
Fall 2016,10/29/2016,11:00am,5G Gretna Rose 5th,5G OSA Platinum 5th,5th Grade Gold,JCC,Court 1
Fall 2016,10/29/2016,10:00am,5G Millard South Red 5th,5G Millard West Black 5th,5th Grade Gold,JCC,Court 1
Fall 2016,10/29/2016,12:00pm,5G OSA Platinum 5th,5G Marian Jr Cursaders Bench 5th,5th Grade Gold,JCC,Court 1
Fall 2016,10/29/2016,9:00am,5G PLV South Titans Black 5th,5G Millard West Black 5th,5th Grade Gold,JCC,Court 1
Fall 2016,11/5/2016,10:00am,5G Blair Purple 5th,5G Elkhorn Elite Gold 5th,5th Grade Gold,JCC,Court 1
Fall 2016,11/5/2016,11:00am,5G PLV South Titans Black 5th,5G Marian Jr Cursaders Bench 5th,5th Grade Gold,JCC,Court 1
Fall 2016,11/5/2016,12:00pm,5G Elkhorn Elite Gold 5th,5G Gretna Rose 5th,5th Grade Gold,JCC,Court 1
Fall 2016,11/5/2016,9:00am,5G Millard West Black 5th,5G Marian Jr Cursaders Bench 5th,5th Grade Gold,JCC,Court 1
Fall 2016,11/12/2016,11:00am,5G OSA Platinum 5th,5G Blair Purple 5th,5th Grade Gold,JCC,Court 1
Fall 2016,11/12/2016,10:00am,5G Millard South Red 5th,5G PLV South Titans Black 5th,5th Grade Gold,JCC,Court 1
Fall 2016,11/12/2016,12:00pm,5G Blair Purple 5th,5G Millard South Red 5th,5th Grade Gold,JCC,Court 1
Fall 2016,11/12/2016,9:00am,5G Gretna Rose 5th,5G Marian Jr Cursaders Bench 5th,5th Grade Gold,JCC,Court 1
Fall 2016,11/19/2016,10:00am,5G PLV South Titans Black 5th,5G OSA Platinum 5th,5th Grade Gold,JCC,Court 1
Fall 2016,11/19/2016,11:00am,5G Millard South Red 5th,5G Gretna Rose 5th,5th Grade Gold,JCC,Court 1
Fall 2016,11/19/2016,12:00pm,5G OSA Platinum 5th,5G Millard South Red 5th,5th Grade Gold,JCC,Court 1
Fall 2016,11/19/2016,9:00am,5G Marian Jr Cursaders Bench 5th,5G Blair Purple 5th,5th Grade Gold,JCC,Court 1
Fall 2016,12/3/2016,10:00am,5G Elkhorn Elite Gold 5th,5G OSA Platinum 5th,5th Grade Gold,JCC,Court 1
Fall 2016,12/3/2016,9:00am,5G Blair Purple 5th,5G Gretna Rose 5th,5th Grade Gold,JCC,Court 1
Fall 2016,12/3/2016,12:00pm,5G Elkhorn Elite Gold 5th,5G PLV South Titans Black 5th,5th Grade Gold,JCC,Court 1
Fall 2016,12/3/2016,11:00am,5G OSA Platinum 5th,5G Millard West Black 5th,5th Grade Gold,JCC,Court 1
Fall 2016,10/15/2016,1:00pm,5S AG Lady Jays Blue 5th,5S Harlan Cyclones White 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/15/2016,10:00am,5S OSA Gold 5th,5S Marian Jr Crusaders Fogarty 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/15/2016,11:00am,5S Wahoops 5th,5S Bellevue Thunder 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/15/2016,12:00pm,5S AG Lady Jays White 5th,5S Millard North Silver 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/15/2016,2:00pm,5S Harlan Cyclones Red 5th,5S Millard North Blue 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/15/2016,3:00pm,5S Westside Black 5th,5S Lady Grizzlies Black 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/15/2016,4:00pm,5S CB Pink Panthers S 5th,5S OSA Plattinum 4th,5th Grade Silver,JCC,Court 2
Fall 2016,10/15/2016,9:00am,5S Millard South White 5th,5S Wahoops 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/22/2016,1:00pm,5S OSA Plattinum 4th,5S AG Lady Jays White 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/22/2016,10:00am,5S Marian Jr Crusaders Fogarty 5th,5S Westside Black 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/22/2016,11:00am,5S AG Lady Jays Blue 5th,5S Harlan Cyclones Red 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/22/2016,12:00pm,5S Westside Black 5th,5S Harlan Cyclones White 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/22/2016,2:00pm,5S AG Lady Jays White 5th,5S Lady Grizzlies Black 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/22/2016,3:00pm,5S Elkhorn Elite Red 5th,5S Millard South White 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/22/2016,4:00pm,5S Millard North Blue 5th,5S Elkhorn Elite Red 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/22/2016,9:00am,5S Millard North Silver 5th,5S OSA Gold 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/29/2016,1:00pm,5S Elkhorn Elite Red 5th,5S AG Lady Jays Blue 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/29/2016,10:00am,5S Harlan Cyclones Red 5th,5S OSA Plattinum 4th,5th Grade Silver,JCC,Court 2
Fall 2016,10/29/2016,11:00am,5S Harlan Cyclones White 5th,5S OSA Gold 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/29/2016,12:00pm,5S CB Pink Panthers S 5th,5S Marian Jr Crusaders Fogarty 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/29/2016,2:00pm,5S Lady Grizzlies Black 5th,5S CB Pink Panthers S 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/29/2016,3:00pm,5S Bellevue Thunder 5th,5S Millard North Silver 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/29/2016,4:00pm,5S Bellevue Thunder 5th,5S Millard South White 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/29/2016,9:00am,5S Wahoops 5th,5S Millard North Blue 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/5/2016,1:00pm,5S Millard North Blue 5th,5S Bellevue Thunder 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/5/2016,10:00am,5S OSA Gold 5th,5S Westside Black 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/5/2016,11:00am,5S Lady Grizzlies Black 5th,5S Harlan Cyclones Red 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/5/2016,12:00pm,5S Harlan Cyclones White 5th,5S CB Pink Panthers S 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/5/2016,2:00pm,5S AG Lady Jays Blue 5th,5S Wahoops 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/5/2016,3:00pm,5S Marian Jr Crusaders Fogarty 5th,5S AG Lady Jays White 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/5/2016,4:00pm,5S OSA Plattinum 4th,5S Elkhorn Elite Red 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/5/2016,9:00am,5S Millard South White 5th,5S Millard North Silver 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/12/2016,1:00pm,5S Millard South White 5th,5S Millard North Blue 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/12/2016,10:00am,5S Bellevue Thunder 5th,5S AG Lady Jays Blue 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/12/2016,11:00am,5S AG Lady Jays White 5th,5S Harlan Cyclones White 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/12/2016,12:00pm,5S Harlan Cyclones Red 5th,5S Marian Jr Crusaders Fogarty 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/12/2016,2:00pm,5S CB Pink Panthers S 5th,5S OSA Gold 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/12/2016,3:00pm,5S Elkhorn Elite Red 5th,5S Lady Grizzlies Black 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/12/2016,4:00pm,5S Lady Grizzlies Black 5th,5S Wahoops 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/12/2016,9:00am,5S Millard North Silver 5th,5S Westside Black 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/19/2016,1:00pm,5S Harlan Cyclones Red 5th,5S Millard North Silver 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/19/2016,10:00am,5S OSA Plattinum 4th,5S Bellevue Thunder 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/19/2016,11:00am,5S Wahoops 5th,5S OSA Plattinum 4th,5th Grade Silver,JCC,Court 2
Fall 2016,11/19/2016,12:00pm,5S Westside Black 5th,5S CB Pink Panthers S 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/19/2016,2:00pm,5S Harlan Cyclones White 5th,5S Millard North Blue 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/19/2016,3:00pm,5S OSA Gold 5th,5S AG Lady Jays White 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/19/2016,4:00pm,5S AG Lady Jays Blue 5th,5S Millard South White 5th,5th Grade Silver,JCC,Court 2
Fall 2016,11/19/2016,9:00am,5S Marian Jr Crusaders Fogarty 5th,5S Elkhorn Elite Red 5th,5th Grade Silver,JCC,Court 2
Fall 2016,12/3/2016,1:00pm,5S Millard South White 5th,5S OSA Plattinum 4th,5th Grade Silver,JCC,Court 2
Fall 2016,12/3/2016,10:00am,5S Bellevue Thunder 5th,5S Lady Grizzlies Black 5th,5th Grade Silver,JCC,Court 2
Fall 2016,12/3/2016,11:00am,5S Millard North Blue 5th,5S AG Lady Jays Blue 5th,5th Grade Silver,JCC,Court 2
Fall 2016,12/3/2016,12:00pm,5S AG Lady Jays White 5th,5S Westside Black 5th,5th Grade Silver,JCC,Court 2
Fall 2016,12/3/2016,2:00pm,5S Harlan Cyclones Red 5th,5S OSA Gold 5th,5th Grade Silver,JCC,Court 2
Fall 2016,12/3/2016,3:00pm,5S Elkhorn Elite Red 5th,5S Harlan Cyclones White 5th,5th Grade Silver,JCC,Court 2
Fall 2016,12/3/2016,4:00pm,5S Millard North Silver 5th,5S CB Pink Panthers S 5th,5th Grade Silver,JCC,Court 2
Fall 2016,12/3/2016,9:00am,5S Wahoops 5th,5S Marian Jr Crusaders Fogarty 5th,5th Grade Silver,JCC,Court 2
Fall 2016,10/15/2016,1:00pm,6B Bellevue Thunder 6th,6B Bennington Badgers Dick 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/15/2016,10:00am,6B Elkhorn Elite Blue 6th,6B AL Jr Lynx 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/15/2016,11:00am,6B Elkhorn Elite Scarlet 6th,6B Elkhorn Elite Black 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/15/2016,12:00pm,6B Elkhorn Elite Blue 6th,6B Westside Red 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/15/2016,2:00pm,6B Westside Red 6th,6B Blair White 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/15/2016,3:00pm,6B Gretna Martin 6th,6B Wahoops Yellow 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/15/2016,4:00pm,6B Marian Jr. Crusaders Pick 6th,6B Millard West White 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/15/2016,5:00pm,6B Fremont Elite Hilgenkamp 6th,6B PLV South Titans Blue 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/15/2016,6:00pm,6B Elkhorn Elite White 6th,6B Shooting Stars 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/15/2016,8:00am,6B DC West Swish 23/24 6th,6B Millard West Grey 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/15/2016,9:00am,6B Millard North Silver 6th,6B Bennington Badgers Ossenkop 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/22/2016,1:00pm,6B Bellevue Thunder 6th,6B Elkhorn Elite Blue 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/22/2016,10:00am,6B PLV South Titans Blue 6th,6B Thunder 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/22/2016,11:00am,6B Wahoops Yellow 6th,6B Marian Jr. Crusaders Pick 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/22/2016,12:00pm,6B Millard West Grey 6th,6B Millard North Silver 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/22/2016,2:00pm,6B Millard West White 6th,6B DC West Swish 23/24 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/22/2016,3:00pm,6B Elkhorn Elite Black 6th,6B Fremont Elite Hilgenkamp 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/22/2016,4:00pm,6B Bennington Badgers Ossenkop 6th,6B Elkhorn Elite White 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/22/2016,5:00pm,6B Blair White 6th,6B Gretna Martin 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/22/2016,6:00pm,6B AL Jr Lynx 6th,6B Harlan Cyclones 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/22/2016,8:00am,6B Shooting Stars 6th,6B Elkhorn Elite Scarlet 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/22/2016,9:00am,6B Bennington Badgers Dick 6th,6B Westside Red 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/29/2016,1:00pm,6B Millard North Silver 6th,6B Millard West White 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/29/2016,10:00am,6B Fremont Elite Hilgenkamp 6th,6B Shooting Stars 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/29/2016,11:00am,6B Gretna Martin 6th,6B Bennington Badgers Dick 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/29/2016,12:00pm,6B Elkhorn Elite White 6th,6B Elkhorn Elite Scarlet 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/29/2016,2:00pm,6B AL Jr Lynx 6th,6B PLV South Titans Blue 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/29/2016,3:00pm,6B Westside Red 6th,6B Harlan Cyclones 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/29/2016,4:00pm,6B Thunder 6th,6B Elkhorn Elite Black 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/29/2016,5:00pm,6B Harlan Cyclones 6th,6B Bellevue Thunder 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/29/2016,6:00pm,6B Marian Jr. Crusaders Pick 6th,6B Blair White 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/29/2016,8:00am,6B Bennington Badgers Ossenkop 6th,6B Millard West Grey 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,10/29/2016,9:00am,6B DC West Swish 23/24 6th,6B Wahoops Yellow 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/5/2016,1:00pm,6B Millard West Grey 6th,6B Elkhorn Elite White 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/5/2016,10:00am,6B Shooting Stars 6th,6B Thunder 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/5/2016,11:00am,6B Millard West White 6th,6B Bennington Badgers Ossenkop 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/5/2016,12:00pm,6B Thunder 6th,6B Elkhorn Elite Blue 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/5/2016,2:00pm,6B Bennington Badgers Dick 6th,6B Marian Jr. Crusaders Pick 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/5/2016,3:00pm,6B Wahoops Yellow 6th,6B Millard North Silver 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/5/2016,4:00pm,6B Bellevue Thunder 6th,6B Elkhorn Elite Scarlet 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/5/2016,5:00pm,6B Blair White 6th,6B DC West Swish 23/24 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/5/2016,6:00pm,6B Elkhorn Elite Scarlet 6th,6B Fremont Elite Hilgenkamp 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/5/2016,8:00am,6B Elkhorn Elite Black 6th,6B AL Jr Lynx 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/5/2016,9:00am,6B Gretna Martin 6th,6B Elkhorn Elite Black 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/12/2016,1:00pm,6B DC West Swish 23/24 6th,6B Bennington Badgers Dick 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/12/2016,10:00am,6B Bennington Badgers Ossenkop 6th,6B Wahoops Yellow 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/12/2016,11:00am,6B Westside Red 6th,6B PLV South Titans Blue 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/12/2016,12:00pm,6B Millard West White 6th,6B Elkhorn Elite White 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/12/2016,2:00pm,6B Elkhorn Elite White 6th,6B Fremont Elite Hilgenkamp 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/12/2016,3:00pm,6B AL Jr Lynx 6th,6B Shooting Stars 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/12/2016,4:00pm,6B Millard North Silver 6th,6B Blair White 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/12/2016,5:00pm,6B Thunder 6th,6B Elkhorn Elite Scarlet 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/12/2016,6:00pm,6B Elkhorn Elite Blue 6th,6B Marian Jr. Crusaders Pick 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/12/2016,8:00am,6B Gretna Martin 6th,6B Elkhorn Elite Blue 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/12/2016,9:00am,6B Bellevue Thunder 6th,6B Elkhorn Elite Black 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/19/2016,1:00pm,6B Millard West White 6th,6B Gretna Martin 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/19/2016,10:00am,6B Elkhorn Elite Black 6th,6B Westside Red 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/19/2016,11:00am,6B Shooting Stars 6th,6B Bellevue Thunder 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/19/2016,12:00pm,6B Blair White 6th,6B Bennington Badgers Ossenkop 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/19/2016,2:00pm,6B Fremont Elite Hilgenkamp 6th,6B Thunder 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/19/2016,3:00pm,6B Millard West White 6th,6B Wahoops Yellow 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/19/2016,4:00pm,6B Marian Jr. Crusaders Pick 6th,6B Harlan Cyclones 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/19/2016,5:00pm,6B Bennington Badgers Dick 6th,6B Millard North Silver 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/19/2016,6:00pm,6B Harlan Cyclones 6th,6B DC West Swish 23/24 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/19/2016,8:00am,6B Millard West Grey 6th,6B PLV South Titans Blue 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,11/19/2016,9:00am,6B Elkhorn Elite Scarlet 6th,6B AL Jr Lynx 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,12/3/2016,1:00pm,6B Marian Jr. Crusaders Pick 6th,6B PLV South Titans Blue 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,12/3/2016,10:00am,6B DC West Swish 23/24 6th,6B Elkhorn Elite Blue 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,12/3/2016,11:00am,6B PLV South Titans Blue 6th,6B Bellevue Thunder 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,12/3/2016,12:00pm,6B Harlan Cyclones 6th,6B Gretna Martin 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,12/3/2016,2:00pm,6B Millard North Silver 6th,6B Harlan Cyclones 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,12/3/2016,3:00pm,6B Millard West Grey 6th,6B Blair White 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,12/3/2016,4:00pm,6B AL Jr Lynx 6th,6B Fremont Elite Hilgenkamp 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,12/3/2016,5:00pm,6B Wahoops Yellow 6th,6B Millard West Grey 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,12/3/2016,6:00pm,6B Westside Red 6th,6B Shooting Stars 6th,6th Grade Bronze,ERMS,Court 2
Fall 2016,12/3/2016,8:00am,6B Bennington Badgers Ossenkop 6th,6B Bennington Badgers Dick 6th,6th Grade Bronze,ERMS,Court 2
