Season,Date,Location,Court,Time,Visitor,Home,Division
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 1,7:00pm,8G Millard West Black 8th,8G Nebraska Lasers Gold 7th,8th Grade Gold
Fall 2015,11/22/2015,Nebraska Elite,Court 1,5:00pm,8G Millard South Red 8th,8G Nebraska Lasers Gold 7th,8th Grade Gold
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 1,7:00pm,8G Marian Jr Crusaders Blue 8th,8G Nebraska Lasers Gold 8th,8th Grade Gold
Fall 2015,11/1/2015,Nebraska Elite,Court 1,4:00pm,8G Westside Black 8th,8G Nebraska Lasers Gold 8th,8th Grade Gold
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 1,6:00pm,8G Gretna Lazers 8th,8G Nebraska Lasers Gold 8th,8th Grade Gold
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 1,7:00pm,8G Gretna Dynamite 8th,8G Nebraska Lasers Gold 8th,8th Grade Gold
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 1,6:00pm,8G Nebraska Lasers Gold 8th,8G OSA Gold 8th,8th Grade Gold
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 1,6:00pm,8G Lady Grizzlies Orange 8th,8G OSA Gold 8th,8th Grade Gold
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 1,7:00pm,8G Westside Black 8th,8G OSA Gold 8th,8th Grade Gold
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 1,8:00pm,8G Nebraska Lasers Gold 7th,8G OSA Gold 8th,8th Grade Gold
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 1,8:00pm,8G Elkhorn Elite Gold 8th,8G Westside Black 8th,8th Grade Gold
Fall 2015,12/6/2015,Nebraska Elite,Court 1,3:00pm,8G Millard West Black 8th,8G Westside Black 8th,8th Grade Gold
Fall 2015,12/6/2015,Nebraska Elite,Court 1,5:00pm,8G Marian Jr Crusaders Blue 8th,8G Westside Black 8th,8th Grade Gold
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 2,3:00pm,8SA Skutt 8th,8SA Arlington 8th,8th Grade Silver A
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 2,5:00pm,8SA Waverly Vikings Maroon 8th,8SA Arlington 8th,8th Grade Silver A
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 2,3:00pm,8SA Nebraska Lasers Black 8th,8SA Arlington 8th,8th Grade Silver A
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 2,3:00pm,8SA Lincoln Ambassadors Gold 8th,8SA Elkhorn Elite Red 9th,8th Grade Silver A
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 2,3:00pm,8SA Waverly Vikings Maroon 8th,8SA Elkhorn Elite Red 9th,8th Grade Silver A
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 2,4:00pm,8SA Millard North Silver 8th,8SA Elkhorn Elite Red 9th,8th Grade Silver A
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 2,4:00pm,8SA Arlington 8th,8SA Elkhorn Elite Red 9th,8th Grade Silver A
Fall 2015,10/18/2015,Nebraska Elite,Court 2,1:00pm,8SA Waverly Vikings Maroon 8th,8SA Lincoln Ambassadors Gold 8th,8th Grade Silver A
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 2,4:00pm,8SA Arlington 8th,8SA Lincoln Ambassadors Gold 8th,8th Grade Silver A
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 2,5:00pm,8SA Lincoln Katz DB Black 8th,8SA Lincoln Ambassadors Gold 8th,8th Grade Silver A
Fall 2015,11/1/2015,Nebraska Elite,Court 2,1:00pm,8SA Nebraska Lasers Black 8th,8SA Lincoln Katz DB Black 8th,8th Grade Silver A
Fall 2015,11/15/2015,Nebraska Elite,Court 2,2:00pm,8SA Skutt 8th,8SA Lincoln Katz DB Black 8th,8th Grade Silver A
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 2,3:00pm,8SA Waverly Vikings Maroon 8th,8SA Lincoln Katz DB Black 8th,8th Grade Silver A
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 2,5:00pm,8SA Elkhorn Elite Red 9th,8SA Lincoln Katz DB Black 8th,8th Grade Silver A
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 2,5:00pm,8SA Lincoln Ambassadors Gold 8th,8SA Millard North Silver 8th,8th Grade Silver A
Fall 2015,11/8/2015,Nebraska Elite,Court 2,2:00pm,8SA Millard West Green 8th,8SA Millard North Silver 8th,8th Grade Silver A
Fall 2015,12/6/2015,Nebraska Elite,Court 2,2:00pm,8SA Arlington 8th,8SA Millard North Silver 8th,8th Grade Silver A
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 2,5:00pm,8SA Lincoln Katz DB Black 8th,8SA Millard West Green 8th,8th Grade Silver A
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 2,3:00pm,8SA Arlington 8th,8SA Millard West Green 8th,8th Grade Silver A
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 2,3:00pm,8SA Skutt 8th,8SA Millard West Green 8th,8th Grade Silver A
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 2,5:00pm,8SA Elkhorn Elite Red 9th,8SA Millard West Green 8th,8th Grade Silver A
Fall 2015,11/1/2015,Nebraska Elite,Court 2,2:00pm,8SA Tekamah Herman 8th,8SA Nebraska Lasers Black 8th,8th Grade Silver A
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 2,5:00pm,8SA Millard West Green 8th,8SA Nebraska Lasers Black 8th,8th Grade Silver A
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 2,4:00pm,8SA Lincoln Ambassadors Gold 8th,8SA Nebraska Lasers Black 8th,8th Grade Silver A
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 2,4:00pm,8SA Elkhorn Elite Red 9th,8SA Nebraska Lasers Black 8th,8th Grade Silver A
Fall 2015,11/22/2015,Nebraska Elite,Court 2,2:00pm,8SA Nebraska Lasers Black 8th,8SA Skutt 8th,8th Grade Silver A
Fall 2015,11/8/2015,Nebraska Elite,Court 2,1:00pm,8SA Millard North Silver 8th,8SA Skutt 8th,8th Grade Silver A
Fall 2015,12/6/2015,Nebraska Elite,Court 2,1:00pm,8SA Tekamah Herman 8th,8SA Skutt 8th,8th Grade Silver A
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 2,4:00pm,8SA Lincoln Katz DB Black 8th,8SA Tekamah Herman 8th,8th Grade Silver A
Fall 2015,10/25/2015,Nebraska Elite,Court 2,1:00pm,8SA Millard West Green 8th,8SA Tekamah Herman 8th,8th Grade Silver A
Fall 2015,10/25/2015,Nebraska Elite,Court 2,2:00pm,8SA Millard North Silver 8th,8SA Tekamah Herman 8th,8th Grade Silver A
Fall 2015,11/15/2015,Nebraska Elite,Court 2,1:00pm,8SA Lincoln Ambassadors Gold 8th,8SA Tekamah Herman 8th,8th Grade Silver A
Fall 2015,10/18/2015,Nebraska Elite,Court 2,2:00pm,8SA Millard North Silver 8th,8SA Waverly Vikings Maroon 8th,8th Grade Silver A
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 2,4:00pm,8SA Skutt 8th,8SA Waverly Vikings Maroon 8th,8th Grade Silver A
Fall 2015,11/22/2015,Nebraska Elite,Court 2,1:00pm,8SA Tekamah Herman 8th,8SA Waverly Vikings Maroon 8th,8th Grade Silver A
Fall 2015,10/18/2015,Nebraska Elite,Court 2,8:00pm,8SB Fremont Elite Gold 8th,8SB Abraham Lincoln Jr Lynx 8th,8th Grade Silver B
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 2,8:00pm,8SB Elkhorn Elite White 8th,8SB Abraham Lincoln Jr Lynx 8th,8th Grade Silver B
Fall 2015,11/22/2015,Nebraska Elite,Court 2,3:00pm,8SB OSA Black 8th,8SB Abraham Lincoln Jr Lynx 8th,8th Grade Silver B
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 2,6:00pm,8SB OSA Black 8th,8SB Blair 8th,8th Grade Silver B
Fall 2015,11/22/2015,Nebraska Elite,Court 2,8:00pm,8SB Millard South White 8th,8SB Blair 8th,8th Grade Silver B
Fall 2015,11/8/2015,Nebraska Elite,Court 2,3:00pm,8SB Skutt 8th,8SB Blair 8th,8th Grade Silver B
Fall 2015,10/18/2015,Nebraska Elite,Court 2,7:00pm,8SB Abraham Lincoln Jr Lynx 8th,8SB CB TJ Jr Jackets 7th/8th,8th Grade Silver B
Fall 2015,11/1/2015,Nebraska Elite,Court 2,4:00pm,8SB Unity Stars 8th,8SB CB TJ Jr Jackets 7th/8th,8th Grade Silver B
Fall 2015,11/22/2015,Nebraska Elite,Court 2,7:00pm,8SB Platteview Jr Trojans Red 8th,8SB CB TJ Jr Jackets 7th/8th,8th Grade Silver B
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 2,8:00pm,8SB Lady Grizzlies White 8th,8SB CB TJ Jr Jackets 7th/8th,8th Grade Silver B
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 2,8:00pm,8SB Millard South White 8th,8SB Elkhorn Elite Blue 8th,8th Grade Silver B
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 2,6:00pm,8SB Unity Stars 8th,8SB Elkhorn Elite Blue 8th,8th Grade Silver B
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 2,8:00pm,8SB CB TJ Jr Jackets 7th/8th,8SB Elkhorn Elite Blue 8th,8th Grade Silver B
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 2,6:00pm,8SB Abraham Lincoln Jr Lynx 8th,8SB Elkhorn Elite Blue 8th,8th Grade Silver B
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 2,7:00pm,8SB Blair 8th,8SB Elkhorn Elite White 8th,8th Grade Silver B
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 2,6:00pm,8SB Fremont Elite Gold 8th,8SB Elkhorn Elite White 8th,8th Grade Silver B
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 2,7:00pm,8SB Legacy 8th,8SB Elkhorn Elite White 8th,8th Grade Silver B
Fall 2015,10/25/2015,Nebraska Elite,Court 2,5:00pm,8SB Nebraska Lasers Purple 8th,8SB Fremont Elite Gold 8th,8th Grade Silver B
Fall 2015,11/22/2015,Nebraska Elite,Court 2,4:00pm,8SB Skutt 8th,8SB Fremont Elite Gold 8th,8th Grade Silver B
Fall 2015,11/8/2015,Nebraska Elite,Court 2,8:00pm,8SB OSA Black 8th,8SB Fremont Elite Gold 8th,8th Grade Silver B
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 2,7:00pm,8SB CB TJ Jr Jackets 7th/8th,8SB Harlan Cyclones 8th,8th Grade Silver B
Fall 2015,11/15/2015,Nebraska Elite,Court 2,7:00pm,8SB Elkhorn Elite Blue 8th,8SB Harlan Cyclones 8th,8th Grade Silver B
Fall 2015,11/8/2015,Nebraska Elite,Court 2,6:00pm,8SB Abraham Lincoln Jr Lynx 8th,8SB Harlan Cyclones 8th,8th Grade Silver B
Fall 2015,12/6/2015,Nebraska Elite,Court 2,4:00pm,8SB North Bend 8th,8SB Harlan Cyclones 8th,8th Grade Silver B
Fall 2015,10/25/2015,Nebraska Elite,Court 2,7:00pm,8SB Legacy 8th,8SB Lady Grizzlies White 8th,8th Grade Silver B
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 2,8:00pm,8SB Marian Jr Crusaders White 8th,8SB Lady Grizzlies White 8th,8th Grade Silver B
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 2,6:00pm,8SB PLV Monarchs 7th/8th,8SB Lady Grizzlies White 8th,8th Grade Silver B
Fall 2015,10/18/2015,Nebraska Elite,Court 2,5:00pm,8SB North Bend 8th,8SB Legacy 8th,8th Grade Silver B
Fall 2015,11/1/2015,Nebraska Elite,Court 2,3:00pm,8SB Blair 8th,8SB Legacy 8th,8th Grade Silver B
Fall 2015,11/8/2015,Nebraska Elite,Court 2,7:00pm,8SB Fremont Elite Gold 8th,8SB Legacy 8th,8th Grade Silver B
Fall 2015,12/6/2015,Nebraska Elite,Court 2,6:00pm,8SB OSA Black 8th,8SB Legacy 8th,8th Grade Silver B
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 2,6:00pm,8SB Harlan Cyclones 8th,8SB Marian Jr Crusaders White 8th,8th Grade Silver B
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 2,7:00pm,8SB Elkhorn Elite Blue 8th,8SB Marian Jr Crusaders White 8th,8th Grade Silver B
Fall 2015,11/22/2015,Nebraska Elite,Court 2,5:00pm,8SB North Bend 8th,8SB Marian Jr Crusaders White 8th,8th Grade Silver B
Fall 2015,12/6/2015,Nebraska Elite,Court 2,7:00pm,8SB Blair 8th,8SB Marian Jr Crusaders White 8th,8th Grade Silver B
Fall 2015,10/18/2015,Nebraska Elite,Court 2,4:00pm,8SB Unity Stars 8th,8SB Millard South White 8th,8th Grade Silver B
Fall 2015,11/1/2015,Nebraska Elite,Court 2,6:00pm,8SB Nebraska Lasers Purple 8th,8SB Millard South White 8th,8th Grade Silver B
Fall 2015,11/1/2015,Nebraska Elite,Court 2,8:00pm,8SB Platteview Jr Trojans Red 8th,8SB Millard South White 8th,8th Grade Silver B
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 2,7:00pm,8SB Lady Grizzlies White 8th,8SB Millard South White 8th,8th Grade Silver B
Fall 2015,10/25/2015,Nebraska Elite,Court 2,3:00pm,8SB Elkhorn Elite White 8th,8SB Nebraska Lasers Purple 8th,8th Grade Silver B
Fall 2015,11/1/2015,Nebraska Elite,Court 2,7:00pm,8SB PLV Monarchs 7th/8th,8SB Nebraska Lasers Purple 8th,8th Grade Silver B
Fall 2015,11/15/2015,Nebraska Elite,Court 2,6:00pm,8SB Legacy 8th,8SB Nebraska Lasers Purple 8th,8th Grade Silver B
Fall 2015,10/25/2015,Nebraska Elite,Court 2,6:00pm,8SB Skutt 8th,8SB North Bend 8th,8th Grade Silver B
Fall 2015,11/8/2015,Nebraska Elite,Court 2,5:00pm,8SB Millard South White 8th,8SB North Bend 8th,8th Grade Silver B
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 2,8:00pm,8SB CB TJ Jr Jackets 7th/8th,8SB North Bend 8th,8th Grade Silver B
Fall 2015,10/25/2015,Nebraska Elite,Court 2,8:00pm,8SB Lady Grizzlies White 8th,8SB OSA Black 8th,8th Grade Silver B
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 2,6:00pm,8SB Elkhorn Elite White 8th,8SB OSA Black 8th,8th Grade Silver B
Fall 2015,12/6/2015,Nebraska Elite,Court 2,8:00pm,8SB Nebraska Lasers Purple 8th,8SB OSA Black 8th,8th Grade Silver B
Fall 2015,10/25/2015,Nebraska Elite,Court 2,4:00pm,8SB PLV Monarchs 7th/8th,8SB Platteview Jr Trojans Red 8th,8th Grade Silver B
Fall 2015,11/15/2015,Nebraska Elite,Court 2,8:00pm,8SB Harlan Cyclones 8th,8SB Platteview Jr Trojans Red 8th,8th Grade Silver B
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 2,7:00pm,8SB Marian Jr Crusaders White 8th,8SB Platteview Jr Trojans Red 8th,8th Grade Silver B
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 2,8:00pm,8SB Elkhorn Elite Blue 8th,8SB PLV Monarchs 7th/8th,8th Grade Silver B
Fall 2015,11/15/2015,Nebraska Elite,Court 2,3:00pm,8SB Blair 8th,8SB PLV Monarchs 7th/8th,8th Grade Silver B
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 2,7:00pm,8SB North Bend 8th,8SB PLV Monarchs 7th/8th,8th Grade Silver B
Fall 2015,12/6/2015,Nebraska Elite,Court 2,5:00pm,8SB Fremont Elite Gold 8th,8SB PLV Monarchs 7th/8th,8th Grade Silver B
Fall 2015,10/18/2015,Nebraska Elite,Court 2,3:00pm,8SB Platteview Jr Trojans Red 8th,8SB Skutt 8th,8th Grade Silver B
Fall 2015,11/1/2015,Nebraska Elite,Court 2,5:00pm,8SB Lady Grizzlies White 8th,8SB Skutt 8th,8th Grade Silver B
Fall 2015,11/15/2015,Nebraska Elite,Court 2,5:00pm,8SB Nebraska Lasers Purple 8th,8SB Skutt 8th,8th Grade Silver B
Fall 2015,11/22/2015,Nebraska Elite,Court 2,6:00pm,8SB Elkhorn Elite White 8th,8SB Skutt 8th,8th Grade Silver B
Fall 2015,10/18/2015,Nebraska Elite,Court 2,6:00pm,8SB Marian Jr Crusaders White 8th,8SB Unity Stars 8th,8th Grade Silver B
Fall 2015,11/15/2015,Nebraska Elite,Court 2,4:00pm,8SB Abraham Lincoln Jr Lynx 8th,8SB Unity Stars 8th,8th Grade Silver B
Fall 2015,11/8/2015,Nebraska Elite,Court 2,4:00pm,8SB Harlan Cyclones 8th,8SB Unity Stars 8th,8th Grade Silver B
Fall 2015,12/6/2015,Nebraska Elite,Court 2,3:00pm,8SB Platteview Jr Trojans Red 8th,8SB Unity Stars 8th,8th Grade Silver B
