"Season","Date","Court","Time","Visitor","Home","Division","Location"
"Winter 2014","2/16/2014","Court 2","2:00pm","8SB Wahoo Cavalry 8th","8SB BGBC 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 2","1:00pm","8SB Huskies 7th","8SB BGBC 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 2","3:00pm","8SB Huskies 7th","8SB Hawkettes 7th/8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 2","4:00pm","8SB Westside Black 8th","8SB Hawkettes 7th/8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 2","2:00pm","8SB Abraham Lincoln Jr. Lynx Blue 8th","8SB Hawkettes 7th/8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 2","4:00pm","8SB BGBC 8th","8SB Hawkettes 7th/8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 2","2:00pm","8SB OSA Gold 8th","8SB Huskies 7th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 2","1:00pm","8SB Westside Black 8th","8SB Huskies 7th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 2","3:00pm","8SB Wahoo Cavalry 8th","8SB Huskies 7th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 2","4:00pm","8SB BGBC 8th","8SB Lady All Stars 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 2","1:00pm","8SB Huskies 7th","8SB Lady All Stars 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/23/2014","Court 2","3:00pm","8SB Abraham Lincoln Jr. Lynx Blue 8th","8SB Lady All Stars 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 2","4:00pm","8SB Hawkettes 7th/8th","8SB Lady All Stars 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 2","1:00pm","8SB Hawkettes 7th/8th","8SB OSA Gold 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 2","2:00pm","8SB Lady All Stars 8th","8SB OSA Gold 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/2/2014","Court 2","3:00pm","8SB BGBC 8th","8SB OSA Gold 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 2","1:00pm","8SB Lady All Stars 8th","8SB Wahoo Cavalry 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/12/2014","Court 2","3:00pm","8SB Hawkettes 7th/8th","8SB Wahoo Cavalry 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 2","4:00pm","8SB OSA Gold 8th","8SB Wahoo Cavalry 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/19/2014","Court 2","3:00pm","8SB Abraham Lincoln Jr. Lynx Blue 8th","8SB Westside Black 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/16/2014","Court 2","4:00pm","8SB Lady All Stars 8th","8SB Westside Black 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/9/2014","Court 2","1:00pm","8SB Wahoo Cavalry 8th","8SB Westside Black 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 2","3:00pm","8SB OSA Gold 8th","8SB Westside Black 8th","8th Grade Silver B","Elkhorn Ridge Middle School"
